DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
176 - PULMONARY EMBOLISM W/O MCC,80004,BAYHEALTH - KENT GENERAL HOSPITAL,DOVER,DE,19,"$16,952.36 ","$7,566.00 ","$5,400.05 "
176 - PULMONARY EMBOLISM W/O MCC,80007,BEEBE MEDICAL CENTER,LEWES,DE,32,"$22,753.68 ","$6,837.75 ","$5,063.15 "
176 - PULMONARY EMBOLISM W/O MCC,90001,GEORGE WASHINGTON UNIV HOSPITAL,WASHINGTON,DC,29,"$30,657.34 ","$9,216.31 ","$8,282.34 "
176 - PULMONARY EMBOLISM W/O MCC,90003,HOWARD UNIVERSITY HOSPITAL,WASHINGTON,DC,11,"$35,086.63 ","$13,713.18 ","$13,204.36 "
176 - PULMONARY EMBOLISM W/O MCC,90004,GEORGETOWN UNIVERSITY HOSPITAL,WASHINGTON,DC,19,"$26,397.42 ","$10,342.89 ","$8,558.94 "
176 - PULMONARY EMBOLISM W/O MCC,90005,SIBLEY MEMORIAL HOSPITAL,WASHINGTON,DC,21,"$18,835.80 ","$6,069.66 ","$5,159.38 "
176 - PULMONARY EMBOLISM W/O MCC,90006,PROVIDENCE HOSPITAL,WASHINGTON,DC,14,"$23,401.35 ","$9,060.85 ","$8,160.35 "
176 - PULMONARY EMBOLISM W/O MCC,90011,WASHINGTON HOSPITAL CENTER,WASHINGTON,DC,63,"$29,478.41 ","$9,640.31 ","$7,117.85 "
176 - PULMONARY EMBOLISM W/O MCC,100001,SHANDS JACKSONVILLE MEDICAL CENTER,JACKSONVILLE,FL,19,"$33,345.47 ","$9,934.31 ","$9,224.42 "
176 - PULMONARY EMBOLISM W/O MCC,100002,BETHESDA MEMORIAL HOSPITAL,BOYNTON BEACH,FL,23,"$32,851.86 ","$6,786.13 ","$5,788.52 "
176 - PULMONARY EMBOLISM W/O MCC,100006,ORLANDO HEALTH,ORLANDO,FL,45,"$41,882.53 ","$7,106.31 ","$6,173.28 "
176 - PULMONARY EMBOLISM W/O MCC,100007,FLORIDA HOSPITAL,ORLANDO,FL,63,"$36,185.90 ","$7,559.20 ","$5,362.41 "
176 - PULMONARY EMBOLISM W/O MCC,100008,BAPTIST HOSPITAL OF MIAMI INC,MIAMI,FL,47,"$51,307.82 ","$7,587.61 ","$6,843.68 "
176 - PULMONARY EMBOLISM W/O MCC,100009,UNIVERSITY OF MIAMI HOSPITAL,MIAMI,FL,12,"$41,345.58 ","$7,932.75 ","$6,587.25 "
176 - PULMONARY EMBOLISM W/O MCC,100012,LEE MEMORIAL HOSPITAL,FORT MYERS,FL,47,"$24,912.68 ","$6,309.40 ","$5,403.91 "
176 - PULMONARY EMBOLISM W/O MCC,100014,BERT FISH MEDICAL CENTER,NEW SMYRNA BEAC,FL,12,"$18,575.25 ","$5,379.33 ","$4,818.66 "
176 - PULMONARY EMBOLISM W/O MCC,100017,HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,FL,25,"$21,394.52 ","$6,507.36 ","$5,649.60 "
176 - PULMONARY EMBOLISM W/O MCC,100018,NAPLES COMMUNITY HOSPITAL,NAPLES,FL,51,"$22,921.54 ","$6,464.43 ","$5,212.29 "
176 - PULMONARY EMBOLISM W/O MCC,100019,HOLMES REGIONAL MEDICAL CENTER,MELBOURNE,FL,42,"$24,935.90 ","$6,111.35 ","$4,509.50 "
176 - PULMONARY EMBOLISM W/O MCC,100023,CITRUS MEMORIAL HOSPITAL,INVERNESS,FL,41,"$23,519.21 ","$5,740.82 ","$4,697.07 "
176 - PULMONARY EMBOLISM W/O MCC,100025,SACRED HEART HOSPITAL,PENSACOLA,FL,26,"$18,839.69 ","$8,178.50 ","$5,732.88 "
176 - PULMONARY EMBOLISM W/O MCC,100029,NORTH SHORE MEDICAL CENTER,MIAMI,FL,15,"$55,251.73 ","$7,917.13 ","$7,208.73 "
176 - PULMONARY EMBOLISM W/O MCC,100032,BAYFRONT MEDICAL CENTER INC,SAINT PETERSBUR,FL,17,"$34,608.41 ","$7,509.17 ","$5,848.35 "
176 - PULMONARY EMBOLISM W/O MCC,100034,MOUNT SINAI MEDICAL CENTER,MIAMI BEACH,FL,16,"$54,271.43 ","$8,254.56 ","$7,551.06 "
176 - PULMONARY EMBOLISM W/O MCC,100035,MANATEE MEMORIAL HOSPITAL,BRADENTON,FL,15,"$27,039.33 ","$6,491.53 ","$5,672.06 "
176 - PULMONARY EMBOLISM W/O MCC,100038,MEMORIAL REGIONAL HOSPITAL,HOLLYWOOD,FL,17,"$50,528.29 ","$7,352.05 ","$6,691.82 "
176 - PULMONARY EMBOLISM W/O MCC,100040,ST VINCENT'S MEDICAL CENTER,JACKSONVILLE,FL,25,"$25,403.16 ","$6,069.96 ","$5,292.72 "
176 - PULMONARY EMBOLISM W/O MCC,100044,MARTIN MEMORIAL MEDICAL CENTER,STUART,FL,23,"$29,622.52 ","$5,963.47 ","$4,986.08 "
176 - PULMONARY EMBOLISM W/O MCC,100046,FLORIDA HOSPITAL ZEPHYRHILLS,ZEPHYRHILLS,FL,12,"$33,273.58 ","$5,831.75 ","$5,090.41 "
176 - PULMONARY EMBOLISM W/O MCC,100047,CHARLOTTE REGIONAL MEDICAL CENTER,PUNTA GORDA,FL,17,"$33,870.41 ","$5,984.00 ","$4,572.23 "
176 - PULMONARY EMBOLISM W/O MCC,100051,SOUTH LAKE HOSPITAL,CLERMONT,FL,19,"$42,833.57 ","$6,459.68 ","$5,566.00 "
176 - PULMONARY EMBOLISM W/O MCC,100052,WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,31,"$28,903.48 ","$6,536.74 ","$4,897.03 "
176 - PULMONARY EMBOLISM W/O MCC,100057,FLORIDA HOSPITAL WATERMAN,TAVARES,FL,26,"$25,950.38 ","$6,900.88 ","$4,466.61 "
176 - PULMONARY EMBOLISM W/O MCC,100062,MUNROE REGIONAL MEDICAL CENTER,OCALA,FL,26,"$25,177.19 ","$5,711.84 ","$4,962.34 "
176 - PULMONARY EMBOLISM W/O MCC,100067,ST ANTHONY'S HOSPITAL,SAINT PETERSBUR,FL,13,"$23,246.07 ","$5,317.61 ","$4,362.23 "
176 - PULMONARY EMBOLISM W/O MCC,100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,DAYTONA BEACH,FL,12,"$16,944.66 ","$5,821.00 ","$4,980.00 "
176 - PULMONARY EMBOLISM W/O MCC,100070,VENICE REGIONAL MEDICAL CENTER,VENICE,FL,30,"$24,812.70 ","$5,605.93 ","$4,478.70 "
176 - PULMONARY EMBOLISM W/O MCC,100071,BROOKSVILLE REGIONAL HOSPITAL,BROOKSVILLE,FL,18,"$51,747.61 ","$6,408.33 ","$5,542.11 "
176 - PULMONARY EMBOLISM W/O MCC,100073,HOLY CROSS HOSPITAL INC,FORT LAUDERDALE,FL,15,"$31,932.26 ","$6,683.73 ","$4,702.00 "
176 - PULMONARY EMBOLISM W/O MCC,100075,ST JOSEPH'S HOSPITAL,TAMPA,FL,37,"$29,666.13 ","$6,868.91 ","$5,423.13 "
176 - PULMONARY EMBOLISM W/O MCC,100077,PEACE RIVER REGIONAL MEDICAL CENTER,PORT CHARLOTTE,FL,12,"$32,804.91 ","$6,196.41 ","$4,703.66 "
176 - PULMONARY EMBOLISM W/O MCC,100080,JFK MEDICAL CENTER,ATLANTIS,FL,36,"$48,831.77 ","$6,719.86 ","$6,034.30 "
176 - PULMONARY EMBOLISM W/O MCC,100084,LEESBURG REGIONAL MEDICAL CENTER,LEESBURG,FL,23,"$21,718.56 ","$6,183.52 ","$4,713.21 "
176 - PULMONARY EMBOLISM W/O MCC,100087,SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,47,"$21,838.85 ","$6,311.93 ","$4,665.80 "
176 - PULMONARY EMBOLISM W/O MCC,100088,BAPTIST MEDICAL CENTER,JACKSONVILLE,FL,61,"$32,690.59 ","$6,514.16 ","$5,723.01 "
176 - PULMONARY EMBOLISM W/O MCC,100090,FLAGLER HOSPITAL,SAINT AUGUSTINE,FL,28,"$33,182.50 ","$8,101.53 ","$5,811.07 "
176 - PULMONARY EMBOLISM W/O MCC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,ROCKLEDGE,FL,14,"$23,012.07 ","$5,981.00 ","$5,338.71 "
176 - PULMONARY EMBOLISM W/O MCC,100093,BAPTIST HOSPITAL,PENSACOLA,FL,24,"$25,675.66 ","$6,054.58 ","$5,307.91 "
176 - PULMONARY EMBOLISM W/O MCC,100105,INDIAN RIVER MEDICAL CENTER,VERO BEACH,FL,40,"$16,709.70 ","$6,340.37 ","$5,329.60 "
176 - PULMONARY EMBOLISM W/O MCC,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,SEBRING,FL,20,"$33,092.75 ","$7,484.05 ","$5,027.80 "
176 - PULMONARY EMBOLISM W/O MCC,100110,OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,FL,20,"$51,279.50 ","$6,756.20 ","$5,967.00 "
176 - PULMONARY EMBOLISM W/O MCC,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,GAINESVILLE,FL,41,"$25,734.07 ","$10,644.36 ","$9,513.95 "
176 - PULMONARY EMBOLISM W/O MCC,100117,BAPTIST MEDICAL CENTER  BEACHES,JACKSONVILLE BE,FL,18,"$26,660.72 ","$5,552.72 ","$4,740.50 "
176 - PULMONARY EMBOLISM W/O MCC,100125,HOMESTEAD HOSPITAL,HOMESTEAD,FL,13,"$50,811.69 ","$8,177.76 ","$7,418.30 "
176 - PULMONARY EMBOLISM W/O MCC,100127,MORTON PLANT HOSPITAL,CLEARWATER,FL,29,"$21,565.96 ","$5,722.55 ","$4,637.58 "
176 - PULMONARY EMBOLISM W/O MCC,100128,TAMPA GENERAL HOSPITAL,TAMPA,FL,18,"$47,345.88 ","$9,012.50 ","$8,324.27 "
176 - PULMONARY EMBOLISM W/O MCC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,AVENTURA,FL,13,"$47,070.15 ","$6,475.23 ","$5,786.00 "
176 - PULMONARY EMBOLISM W/O MCC,100132,SOUTH FLORIDA BAPTIST HOSPITAL,PLANT CITY,FL,13,"$30,428.30 ","$6,268.15 ","$5,489.38 "
176 - PULMONARY EMBOLISM W/O MCC,100135,TALLAHASSEE MEMORIAL HEALTHCARE,TALLAHASSEE,FL,24,"$29,811.54 ","$6,733.50 ","$6,027.33 "
176 - PULMONARY EMBOLISM W/O MCC,100140,BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEAC,FL,15,"$25,980.80 ","$5,895.40 ","$4,922.86 "
176 - PULMONARY EMBOLISM W/O MCC,100151,MAYO CLINIC,JACKSONVILLE,FL,20,"$13,675.00 ","$7,840.25 ","$6,140.65 "
176 - PULMONARY EMBOLISM W/O MCC,100154,"SOUTH MIAMI HOSPITAL, INC",SOUTH MIAMI,FL,15,"$41,674.40 ","$6,489.33 ","$5,590.13 "
176 - PULMONARY EMBOLISM W/O MCC,100156,LAKE CITY MEDICAL CENTER,LAKE CITY,FL,11,"$26,557.09 ","$7,303.00 ","$6,385.54 "
176 - PULMONARY EMBOLISM W/O MCC,100157,LAKELAND REGIONAL MEDICAL CENTER,LAKELAND,FL,47,"$26,356.42 ","$6,024.42 ","$5,258.46 "
176 - PULMONARY EMBOLISM W/O MCC,100168,BOCA RATON REGIONAL HOSPITAL,BOCA RATON,FL,21,"$24,725.61 ","$5,978.38 ","$5,171.33 "
176 - PULMONARY EMBOLISM W/O MCC,100173,FLORIDA HOSPITAL TAMPA,TAMPA,FL,15,"$41,115.40 ","$10,682.66 ","$4,807.26 "
176 - PULMONARY EMBOLISM W/O MCC,100176,PALM BEACH GARDENS MEDICAL CENTER,PALM BEACH GARD,FL,15,"$37,381.13 ","$6,104.60 ","$5,433.93 "
176 - PULMONARY EMBOLISM W/O MCC,100179,MEMORIAL HOSPITAL JACKSONVILLE,JACKSONVILLE,FL,11,"$48,409.63 ","$6,848.45 ","$4,310.54 "
176 - PULMONARY EMBOLISM W/O MCC,100191,MEDICAL CENTER OF TRINITY,TRINITY,FL,12,"$54,413.08 ","$5,846.33 ","$5,099.66 "
176 - PULMONARY EMBOLISM W/O MCC,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,GAINESVILLE,FL,42,"$52,258.73 ","$6,261.52 ","$4,664.80 "
176 - PULMONARY EMBOLISM W/O MCC,100212,OCALA REGIONAL MEDICAL CENTER,OCALA,FL,24,"$40,056.20 ","$5,873.16 ","$4,494.70 "
176 - PULMONARY EMBOLISM W/O MCC,100213,BLAKE MEDICAL CENTER,BRADENTON,FL,31,"$36,851.93 ","$5,685.25 ","$4,998.67 "
176 - PULMONARY EMBOLISM W/O MCC,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,FORT MYERS,FL,33,"$28,962.84 ","$6,608.21 ","$4,812.36 "
176 - PULMONARY EMBOLISM W/O MCC,100223,FORT WALTON BEACH MEDICAL CENTER,FORT WALTON BEA,FL,18,"$52,161.38 ","$6,487.77 ","$4,642.83 "
176 - PULMONARY EMBOLISM W/O MCC,100226,ORANGE PARK MEDICAL CENTER,ORANGE PARK,FL,18,"$55,369.16 ","$5,965.77 ","$5,031.33 "
176 - PULMONARY EMBOLISM W/O MCC,100231,WEST FLORIDA HOSPITAL,PENSACOLA,FL,24,"$36,437.25 ","$5,990.45 ","$4,451.91 "
176 - PULMONARY EMBOLISM W/O MCC,100232,PUTNAM COMMUNITY MEDICAL CENTER,PALATKA,FL,11,"$24,228.18 ","$11,036.63 ","$4,329.63 "
176 - PULMONARY EMBOLISM W/O MCC,100236,FAWCETT MEMORIAL HOSPITAL,PORT CHARLOTTE,FL,17,"$50,460.23 ","$5,506.47 ","$4,579.88 "
176 - PULMONARY EMBOLISM W/O MCC,100243,BRANDON REGIONAL HOSPITAL,BRANDON,FL,36,"$58,700.38 ","$6,676.77 ","$4,967.52 "
176 - PULMONARY EMBOLISM W/O MCC,100244,CAPE CORAL HOSPITAL,CAPE CORAL,FL,16,"$21,318.25 ","$5,674.56 ","$4,902.31 "
176 - PULMONARY EMBOLISM W/O MCC,100248,LARGO MEDICAL CENTER,LARGO,FL,15,"$47,735.46 ","$5,987.13 ","$5,238.86 "
176 - PULMONARY EMBOLISM W/O MCC,100253,JUPITER MEDICAL CENTER,JUPITER,FL,22,"$36,730.77 ","$5,973.63 ","$4,911.77 "
176 - PULMONARY EMBOLISM W/O MCC,100256,REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,FL,16,"$54,943.93 ","$5,520.68 ","$4,536.18 "
176 - PULMONARY EMBOLISM W/O MCC,100258,DELRAY MEDICAL CENTER,DELRAY BEACH,FL,32,"$36,508.53 ","$5,831.37 ","$5,130.87 "
176 - PULMONARY EMBOLISM W/O MCC,100260,ST LUCIE MEDICAL CENTER,PORT SAINT LUCI,FL,29,"$42,887.75 ","$6,860.96 ","$5,444.10 "
176 - PULMONARY EMBOLISM W/O MCC,100264,OAK HILL HOSPITAL,BROOKSVILLE,FL,24,"$59,574.33 ","$5,555.79 ","$4,805.12 "
176 - PULMONARY EMBOLISM W/O MCC,100265,MEASE COUNTRYSIDE HOSPITAL,SAFETY HARBOR,FL,29,"$25,853.68 ","$5,613.68 ","$4,471.51 "
176 - PULMONARY EMBOLISM W/O MCC,100268,WEST BOCA MEDICAL CENTER,BOCA RATON,FL,13,"$31,382.76 ","$6,461.23 ","$5,769.53 "
176 - PULMONARY EMBOLISM W/O MCC,100275,WELLINGTON REGIONAL MEDICAL CENTER,WELLINGTON,FL,13,"$30,806.30 ","$7,131.61 ","$6,350.38 "
176 - PULMONARY EMBOLISM W/O MCC,100281,MEMORIAL HOSPITAL WEST,PEMBROKE PINES,FL,15,"$36,892.06 ","$5,518.66 ","$4,617.33 "
176 - PULMONARY EMBOLISM W/O MCC,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,NAPLES,FL,18,"$36,969.94 ","$5,679.38 ","$4,868.88 "
176 - PULMONARY EMBOLISM W/O MCC,100287,GOOD SAMARITAN MEDICAL CENTER,WEST PALM BEACH,FL,20,"$34,998.85 ","$6,745.20 ","$5,313.10 "
176 - PULMONARY EMBOLISM W/O MCC,100290,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,37,"$21,129.56 ","$5,651.40 ","$4,739.62 "
176 - PULMONARY EMBOLISM W/O MCC,100299,LAKEWOOD RANCH MEDICAL CENTER,BRADENTON,FL,11,"$22,752.09 ","$5,429.54 ","$4,612.09 "
176 - PULMONARY EMBOLISM W/O MCC,110001,HAMILTON MEDICAL CENTER,DALTON,GA,18,"$22,163.72 ","$6,348.27 ","$5,469.61 "
176 - PULMONARY EMBOLISM W/O MCC,110002,UPSON REGIONAL MEDICAL CENTER,THOMASTON,GA,12,"$15,972.00 ","$6,575.25 ","$5,736.91 "
176 - PULMONARY EMBOLISM W/O MCC,110003,SATILLA REGIONAL MEDICAL CENTER,WAYCROSS,GA,14,"$21,151.85 ","$5,687.71 ","$4,962.28 "
176 - PULMONARY EMBOLISM W/O MCC,110005,NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,16,"$29,176.18 ","$6,596.37 ","$4,591.43 "
176 - PULMONARY EMBOLISM W/O MCC,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,24,"$21,905.83 ","$6,961.41 ","$6,074.58 "
176 - PULMONARY EMBOLISM W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,34,"$16,979.94 ","$7,622.02 ","$6,939.23 "
176 - PULMONARY EMBOLISM W/O MCC,110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,16,"$19,172.06 ","$6,279.25 ","$5,438.62 "
176 - PULMONARY EMBOLISM W/O MCC,110016,WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,18,"$16,065.88 ","$6,409.83 ","$5,552.22 "
176 - PULMONARY EMBOLISM W/O MCC,110024,CANDLER HOSPITAL,SAVANNAH,GA,17,"$20,455.70 ","$6,686.52 ","$5,074.58 "
176 - PULMONARY EMBOLISM W/O MCC,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,35,"$27,233.31 ","$8,386.14 ","$7,157.62 "
176 - PULMONARY EMBOLISM W/O MCC,110028,UNIVERSITY HOSPITAL,AUGUSTA,GA,21,"$21,576.61 ","$6,416.33 ","$5,672.33 "
176 - PULMONARY EMBOLISM W/O MCC,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,35,"$29,025.94 ","$6,492.22 ","$5,320.34 "
176 - PULMONARY EMBOLISM W/O MCC,110031,SPALDING REGIONAL MEDICAL CENTER,GRIFFIN,GA,11,"$32,104.63 ","$6,365.27 ","$5,650.72 "
176 - PULMONARY EMBOLISM W/O MCC,110032,STEPHENS COUNTY HOSPITAL,TOCCOA,GA,13,"$25,097.00 ","$5,968.38 ","$4,933.30 "
176 - PULMONARY EMBOLISM W/O MCC,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,12,"$17,013.91 ","$9,918.83 ","$9,174.83 "
176 - PULMONARY EMBOLISM W/O MCC,110035,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,59,"$25,195.50 ","$6,341.61 ","$5,109.71 "
176 - PULMONARY EMBOLISM W/O MCC,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,26,"$18,274.80 ","$7,557.19 ","$6,346.11 "
176 - PULMONARY EMBOLISM W/O MCC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,13,"$20,350.53 ","$5,966.92 ","$5,018.92 "
176 - PULMONARY EMBOLISM W/O MCC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,24,"$24,783.08 ","$5,666.41 ","$4,821.41 "
176 - PULMONARY EMBOLISM W/O MCC,110051,UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,11,"$12,504.72 ","$6,065.63 ","$5,145.27 "
176 - PULMONARY EMBOLISM W/O MCC,110054,FLOYD MEDICAL CENTER,ROME,GA,14,"$29,725.00 ","$7,543.92 ","$6,661.35 "
176 - PULMONARY EMBOLISM W/O MCC,110064,"MEDICAL CENTER, THE",COLUMBUS,GA,11,"$18,823.09 ","$7,935.00 ","$7,117.54 "
176 - PULMONARY EMBOLISM W/O MCC,110069,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,16,"$21,967.93 ","$6,164.00 ","$5,300.43 "
176 - PULMONARY EMBOLISM W/O MCC,110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,18,"$21,324.88 ","$6,618.50 ","$5,617.61 "
176 - PULMONARY EMBOLISM W/O MCC,110076,DEKALB MEDICAL CENTER,DECATUR,GA,18,"$18,510.55 ","$7,184.55 ","$6,590.66 "
176 - PULMONARY EMBOLISM W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,23,"$21,625.95 ","$7,307.78 ","$6,478.04 "
176 - PULMONARY EMBOLISM W/O MCC,110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,19,"$22,601.89 ","$9,777.84 ","$8,899.31 "
176 - PULMONARY EMBOLISM W/O MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",ATLANTA,GA,24,"$20,115.75 ","$5,747.66 ","$4,856.83 "
176 - PULMONARY EMBOLISM W/O MCC,110083,PIEDMONT HOSPITAL,ATLANTA,GA,20,"$21,787.05 ","$5,909.05 ","$4,893.65 "
176 - PULMONARY EMBOLISM W/O MCC,110087,GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,37,"$20,220.48 ","$6,621.56 ","$5,952.81 "
176 - PULMONARY EMBOLISM W/O MCC,110091,ROCKDALE MEDICAL CENTER,CONYERS,GA,18,"$25,175.83 ","$7,298.61 ","$5,791.66 "
176 - PULMONARY EMBOLISM W/O MCC,110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,13,"$27,230.07 ","$6,448.00 ","$5,761.23 "
176 - PULMONARY EMBOLISM W/O MCC,110104,CRISP REGIONAL HOSPITAL,CORDELE,GA,16,"$14,588.56 ","$5,624.31 ","$4,543.43 "
176 - PULMONARY EMBOLISM W/O MCC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,26,"$29,025.11 ","$7,251.34 ","$6,589.84 "
176 - PULMONARY EMBOLISM W/O MCC,110122,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,16,"$22,760.31 ","$6,314.62 ","$5,512.00 "
176 - PULMONARY EMBOLISM W/O MCC,110125,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,15,"$26,787.20 ","$7,261.60 ","$6,209.33 "
176 - PULMONARY EMBOLISM W/O MCC,110129,"ST FRANCIS HOSPITAL, INC",COLUMBUS,GA,15,"$14,564.53 ","$5,952.73 ","$4,823.26 "
176 - PULMONARY EMBOLISM W/O MCC,110143,WELLSTAR COBB HOSPITAL,AUSTELL,GA,23,"$26,076.39 ","$7,573.04 ","$5,364.91 "
176 - PULMONARY EMBOLISM W/O MCC,110150,OCONEE REGIONAL MEDICAL CENTER,MILLEDGEVILLE,GA,11,"$32,028.09 ","$6,571.00 ","$5,096.00 "
176 - PULMONARY EMBOLISM W/O MCC,110164,COLISEUM MEDICAL CENTER,MACON,GA,22,"$26,970.40 ","$6,414.72 ","$5,747.27 "
176 - PULMONARY EMBOLISM W/O MCC,110165,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,20,"$28,875.65 ","$7,327.95 ","$6,482.15 "
176 - PULMONARY EMBOLISM W/O MCC,110168,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,17,"$26,727.76 ","$6,389.82 ","$4,138.17 "
176 - PULMONARY EMBOLISM W/O MCC,110191,"HENRY MEDICAL CENTER, INC",STOCKBRIDGE,GA,11,"$17,236.18 ","$6,464.18 ","$5,443.81 "
176 - PULMONARY EMBOLISM W/O MCC,110198,NORTH FULTON REGIONAL HOSPITAL,ROSWELL,GA,17,"$64,698.88 ","$6,893.41 ","$6,105.64 "
176 - PULMONARY EMBOLISM W/O MCC,110201,COLISEUM NORTHSIDE HOSPITAL,MACON,GA,13,"$25,908.61 ","$5,934.84 ","$5,156.07 "
176 - PULMONARY EMBOLISM W/O MCC,110215,PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,GA,20,"$24,497.60 ","$6,016.60 ","$4,783.45 "
176 - PULMONARY EMBOLISM W/O MCC,110219,SOUTH FULTON MEDICAL CENTER,EAST POINT,GA,12,"$72,249.33 ","$8,011.00 ","$6,236.91 "
176 - PULMONARY EMBOLISM W/O MCC,120001,THE QUEENS MEDICAL CENTER,HONOLULU,HI,13,"$18,937.61 ","$11,030.92 ","$7,109.92 "
176 - PULMONARY EMBOLISM W/O MCC,130002,ST LUKES MAGIC VALLEY RMC,TWIN FALLS,ID,31,"$12,768.80 ","$6,080.00 ","$5,088.19 "
176 - PULMONARY EMBOLISM W/O MCC,130006,ST LUKES REGIONAL MEDICAL CENTER,BOISE,ID,45,"$14,216.33 ","$6,435.00 ","$4,925.73 "
176 - PULMONARY EMBOLISM W/O MCC,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,15,"$15,262.00 ","$6,000.53 ","$5,252.26 "
176 - PULMONARY EMBOLISM W/O MCC,130014,WEST VALLEY MEDICAL CENTER,CALDWELL,ID,11,"$17,715.45 ","$6,358.45 ","$5,535.18 "
176 - PULMONARY EMBOLISM W/O MCC,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,29,"$17,416.06 ","$6,397.06 ","$5,423.41 "
176 - PULMONARY EMBOLISM W/O MCC,130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,14,"$14,246.71 ","$8,361.14 ","$6,838.21 "
176 - PULMONARY EMBOLISM W/O MCC,130049,KOOTENAI MEDICAL CENTER,COEUR D'ALENE,ID,16,"$14,036.06 ","$6,602.75 ","$5,759.75 "
176 - PULMONARY EMBOLISM W/O MCC,140007,PROVENA ST JOSEPH MEDICAL CENTER,JOLIET,IL,18,"$42,301.66 ","$6,643.83 ","$5,663.61 "
176 - PULMONARY EMBOLISM W/O MCC,140010,EVANSTON HOSPITAL,EVANSTON,IL,83,"$24,394.15 ","$8,049.50 ","$5,899.24 "
176 - PULMONARY EMBOLISM W/O MCC,140011,HERRIN HOSPITAL,HERRIN,IL,11,"$17,178.45 ","$5,984.00 ","$5,063.63 "
176 - PULMONARY EMBOLISM W/O MCC,140015,BLESSING HOSPITAL,QUINCY,IL,18,"$26,843.44 ","$7,432.05 ","$5,680.61 "
176 - PULMONARY EMBOLISM W/O MCC,140018,MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,IL,12,"$30,755.83 ","$10,902.41 ","$10,271.00 "
176 - PULMONARY EMBOLISM W/O MCC,140029,COPLEY MEMORIAL HOSPITAL,AURORA,IL,13,"$41,138.15 ","$6,797.76 ","$5,934.38 "
176 - PULMONARY EMBOLISM W/O MCC,140030,SHERMAN HOSPITAL,ELGIN,IL,27,"$36,135.22 ","$7,308.74 ","$5,320.92 "
176 - PULMONARY EMBOLISM W/O MCC,140032,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,20,"$14,079.25 ","$5,679.55 ","$4,796.45 "
176 - PULMONARY EMBOLISM W/O MCC,140043,CGH MEDICAL CENTER,STERLING,IL,13,"$32,079.69 ","$6,209.23 ","$5,253.84 "
