"DRGDefinition","ProviderId","ProviderName","ProviderCity","ProviderState","TotalDischarges","AverageCoveredCharges","AverageTotalPayments","AverageMedicarePayments"
"101 - SEIZURES W/O MCC","110095","TIFT REGIONAL MEDICAL CENTER","TIFTON","GA","14","16519.78","4500.28","3853.42"
"101 - SEIZURES W/O MCC","110107","MEDICAL CENTER OF CENTRAL GEORGIA","MACON","GA","49","15128.40","5149.14","4232.24"
"101 - SEIZURES W/O MCC","110115","ATLANTA MEDICAL CENTER","ATLANTA","GA","22","31424.77","6013.86","5092.04"
"101 - SEIZURES W/O MCC","110122","SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","21","14654.61","4508.38","3970.85"
"101 - SEIZURES W/O MCC","110125","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","17","19818.05","6432.76","3587.05"
"101 - SEIZURES W/O MCC","110129","ST FRANCIS HOSPITAL, INC","COLUMBUS","GA","31","12671.64","4098.09","3231.00"
"101 - SEIZURES W/O MCC","110143","WELLSTAR COBB HOSPITAL","AUSTELL","GA","30","18420.60","5068.90","3930.83"
"101 - SEIZURES W/O MCC","110150","OCONEE REGIONAL MEDICAL CENTER","MILLEDGEVILLE","GA","14","13202.50","4509.07","3790.50"
"101 - SEIZURES W/O MCC","110164","COLISEUM MEDICAL CENTER","MACON","GA","21","20433.71","4494.76","3798.57"
"101 - SEIZURES W/O MCC","110165","SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","31","18950.64","4956.90","4124.25"
"101 - SEIZURES W/O MCC","110168","REDMOND REGIONAL MEDICAL CENTER","ROME","GA","13","20763.15","4223.30","3267.92"
"101 - SEIZURES W/O MCC","110177","DOCTORS HOSPITAL","AUGUSTA","GA","11","24049.18","4900.45","3977.18"
"101 - SEIZURES W/O MCC","110183","EMORY-ADVENTIST HOSPITAL","SMYRNA","GA","11","10847.54","4273.63","3353.27"
"101 - SEIZURES W/O MCC","110184","WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA","17","19674.64","4398.76","3607.23"
"101 - SEIZURES W/O MCC","110191","HENRY MEDICAL CENTER, INC","STOCKBRIDGE","GA","16","18975.25","4557.50","3643.75"
"101 - SEIZURES W/O MCC","110192","EMORY EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","15","22142.33","5249.53","2898.40"
"101 - SEIZURES W/O MCC","110198","NORTH FULTON REGIONAL HOSPITAL","ROSWELL","GA","18","49426.88","4843.11","3662.11"
"101 - SEIZURES W/O MCC","110215","PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","16","17996.25","4236.06","3105.62"
"101 - SEIZURES W/O MCC","110219","SOUTH FULTON MEDICAL CENTER","EAST POINT","GA","24","49009.50","5531.20","4738.70"
"101 - SEIZURES W/O MCC","110226","DEKALB MEDICAL CENTER AT HILLANDALE","LITHONIA","GA","13","11825.38","4384.30","3344.30"
"101 - SEIZURES W/O MCC","110229","PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA","11","19820.00","4612.18","3358.81"
"101 - SEIZURES W/O MCC","120001","THE QUEENS MEDICAL CENTER","HONOLULU","HI","14","19656.92","8137.85","4505.71"
"101 - SEIZURES W/O MCC","120002","MAUI MEMORIAL MEDICAL CENTER","WAILUKU","HI","12","21143.16","9721.00","8591.66"
"101 - SEIZURES W/O MCC","120026","PALI MOMI MEDICAL CENTER","AIEA","HI","11","23719.72","5601.63","4778.36"
"101 - SEIZURES W/O MCC","130006","ST LUKES REGIONAL MEDICAL CENTER","BOISE","ID","21","15364.09","4909.90","3535.23"
"101 - SEIZURES W/O MCC","130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","18","11795.00","4519.66","3738.88"
"101 - SEIZURES W/O MCC","130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","19","28228.05","6499.57","5044.89"
"101 - SEIZURES W/O MCC","140002","ALTON MEMORIAL HOSPITAL","ALTON","IL","26","18468.88","4185.84","3321.23"
"101 - SEIZURES W/O MCC","140007","PROVENA ST JOSEPH MEDICAL CENTER","JOLIET","IL","81","28504.07","4642.08","3798.92"
"101 - SEIZURES W/O MCC","140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","24","32162.41","5875.20","3728.16"
"101 - SEIZURES W/O MCC","140010","EVANSTON HOSPITAL","EVANSTON","IL","52","22553.76","5528.71","4324.55"
"101 - SEIZURES W/O MCC","140011","HERRIN HOSPITAL","HERRIN","IL","21","13380.14","4699.09","3228.23"
"101 - SEIZURES W/O MCC","140015","BLESSING HOSPITAL","QUINCY","IL","42","20067.88","5191.26","4058.42"
"101 - SEIZURES W/O MCC","140018","MT SINAI HOSPITAL MEDICAL CENTER","CHICAGO","IL","30","18253.46","7763.86","6905.60"
"101 - SEIZURES W/O MCC","140029","COPLEY MEMORIAL HOSPITAL","AURORA","IL","11","39696.45","7636.09","3917.00"
"101 - SEIZURES W/O MCC","140030","SHERMAN HOSPITAL","ELGIN","IL","27","27521.70","6083.29","3792.00"
"101 - SEIZURES W/O MCC","140034","ST MARYS HOSPITAL","CENTRALIA","IL","45","11669.13","4499.55","3650.66"
"101 - SEIZURES W/O MCC","140046","GOOD SAMARITAN REGIONAL HLTH CENTER","MOUNT VERNON","IL","17","11511.29","4252.88","3526.05"
"101 - SEIZURES W/O MCC","140048","ADVOCATE TRINITY HOSPITAL","CHICAGO","IL","35","18093.91","5582.34","4909.54"
"101 - SEIZURES W/O MCC","140049","WEST SUBURBAN MEDICAL CENTER","OAK PARK","IL","19","22614.52","6512.42","5683.36"
"101 - SEIZURES W/O MCC","140051","SKOKIE HOSPITAL","SKOKIE","IL","20","19332.00","5346.85","4027.45"
"101 - SEIZURES W/O MCC","140053","ST JOHNS HOSPITAL","SPRINGFIELD","IL","13","17257.23","4996.15","4132.76"
"101 - SEIZURES W/O MCC","140054","MACNEAL  HOSPITAL","BERWYN","IL","43","16921.41","5774.93","4975.02"
"101 - SEIZURES W/O MCC","140062","PALOS COMMUNITY HOSPITAL","PALOS HEIGHTS","IL","38","19666.05","5265.39","3195.07"
"101 - SEIZURES W/O MCC","140063","RUSH OAK PARK HOSPITAL","OAK PARK","IL","15","25436.80","5135.33","3935.60"
"101 - SEIZURES W/O MCC","140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","LA GRANGE","IL","18","19387.44","4779.05","3713.50"
"101 - SEIZURES W/O MCC","140067","SAINT FRANCIS MEDICAL CENTER","PEORIA","IL","122","18387.44","5309.04","3964.74"
"101 - SEIZURES W/O MCC","140068","ROSELAND COMMUNITY HOSPITAL","CHICAGO","IL","22","27002.18","6400.22","5842.95"
"101 - SEIZURES W/O MCC","140080","RHC ST FRANCIS HOSPITAL","EVANSTON","IL","32","25917.03","6449.65","5573.28"
"101 - SEIZURES W/O MCC","140082","LOUIS A WEISS MEMORIAL HOSPITAL","CHICAGO","IL","28","19867.57","6359.53","5639.82"
"101 - SEIZURES W/O MCC","140083","LORETTO HOSPITAL","CHICAGO","IL","26","9698.19","6491.92","5756.69"
"101 - SEIZURES W/O MCC","140084","VISTA MEDICAL CENTER EAST","WAUKEGAN","IL","38","21977.50","5181.07","4421.07"
"101 - SEIZURES W/O MCC","140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","CHICAGO","IL","58","29418.31","8202.05","7290.81"
"101 - SEIZURES W/O MCC","140091","CARLE FOUNDATION HOSPITAL","URBANA","IL","23","13882.82","4873.39","3979.34"
"101 - SEIZURES W/O MCC","140093","PROVENA UNITED SAMARITANS MEDCTR-LOGAN","DANVILLE","IL","27","22826.14","5571.11","3591.77"
"101 - SEIZURES W/O MCC","140095","SAINT ANTHONY HOSPITAL","CHICAGO","IL","25","22813.64","6550.52","5616.08"
"101 - SEIZURES W/O MCC","140101","MORRIS HOSPITAL  and  HEALTHCARE CENTERS","MORRIS","IL","14","19023.28","5338.71","3373.57"
"101 - SEIZURES W/O MCC","140103","ST BERNARD HOSPITAL","CHICAGO","IL","27","9835.77","6839.25","6215.11"
"101 - SEIZURES W/O MCC","140113","PROVENA COVENANT MEDICAL CENTER- URBANA","URBANA","IL","16","24545.12","4823.87","4047.62"
"101 - SEIZURES W/O MCC","140114","SWEDISH COVENANT HOSPITAL","CHICAGO","IL","23","26036.00","5882.78","5047.47"
"101 - SEIZURES W/O MCC","140115","THOREK MEMORIAL HOSPITAL","CHICAGO","IL","15","11810.86","6164.33","5564.86"
"101 - SEIZURES W/O MCC","140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","MCHENRY","IL","29","18711.24","4585.65","3505.82"
"101 - SEIZURES W/O MCC","140117","RESURRECTION MEDICAL CENTER","CHICAGO","IL","19","20787.42","4870.10","3926.94"
"101 - SEIZURES W/O MCC","140118","METROSOUTH MEDICAL CENTER","BLUE ISLAND","IL","31","12520.90","5870.09","3805.64"
"101 - SEIZURES W/O MCC","140119","RUSH UNIVERSITY MEDICAL CENTER","CHICAGO","IL","146","27024.21","8363.04","6827.73"
"101 - SEIZURES W/O MCC","140122","HINSDALE HOSPITAL","HINSDALE","IL","18","22203.66","5855.83","3851.00"
"101 - SEIZURES W/O MCC","140125","GATEWAY REGIONAL MEDICAL CENTER","GRANITE CITY","IL","13","39196.07","5178.00","4227.53"
"101 - SEIZURES W/O MCC","140127","BROMENN HEALTHCARE","NORMAL","IL","20","16669.15","4547.45","3763.05"
"101 - SEIZURES W/O MCC","140133","HOLY CROSS HOSPITAL","CHICAGO","IL","49","16007.42","5969.67","4308.67"
"101 - SEIZURES W/O MCC","140135","DECATUR MEMORIAL HOSPITAL","DECATUR","IL","36","14086.11","4329.41","3642.97"
"101 - SEIZURES W/O MCC","140148","MEMORIAL MEDICAL CENTER","SPRINGFIELD","IL","69","16636.23","4779.27","3657.71"
"101 - SEIZURES W/O MCC","140150","UNIVERSITY OF ILLINOIS HOSPITAL","CHICAGO","IL","11","28484.27","9799.27","9084.72"
"101 - SEIZURES W/O MCC","140151","SACRED HEART HOSPITAL","CHICAGO","IL","12","15936.91","6855.50","6108.83"
"101 - SEIZURES W/O MCC","140155","PROVENA ST MARYS HOSPITAL","KANKAKEE","IL","22","21729.36","4849.63","3926.36"
"101 - SEIZURES W/O MCC","140158","MERCY HOSPITAL AND MEDICAL CENTER","CHICAGO","IL","25","12274.88","6918.60","6131.32"
"101 - SEIZURES W/O MCC","140160","FHN MEMORIAL HOSPITAL","FREEPORT","IL","13","11990.76","4526.92","4006.92"
"101 - SEIZURES W/O MCC","140162","ST JOSEPH MEDICAL CENTER","BLOOMINGTON","IL","14","17532.50","4285.85","3484.14"
"101 - SEIZURES W/O MCC","140164","MEMORIAL HOSPITAL OF CARBONDALE","CARBONDALE","IL","14","10402.57","4483.42","3436.85"
"101 - SEIZURES W/O MCC","140172","FRANCISCAN ST JAMES HEALTH","OLYMPIA FIELDS","IL","72","15768.48","5416.41","4692.81"
"101 - SEIZURES W/O MCC","140176","CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","WOODSTOCK","IL","21","16687.61","4689.14","3793.33"
"101 - SEIZURES W/O MCC","140177","JACKSON PARK HOSPITAL","CHICAGO","IL","37","21084.81","6791.59","6055.94"
"101 - SEIZURES W/O MCC","140179","LITTLE COMPANY OF MARY HOSPITAL","EVERGREEN PARK","IL","53","21905.32","4722.71","3831.09"
"101 - SEIZURES W/O MCC","140180","ST MARY  and  ELIZABETH MED CTR-DIVISION CAMPUS","CHICAGO","IL","38","24215.02","7093.18","5885.42"
"101 - SEIZURES W/O MCC","140181","SOUTH SHORE HOSPITAL","CHICAGO","IL","30","16700.66","5793.40","5161.53"
"101 - SEIZURES W/O MCC","140182","ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","CHICAGO","IL","20","20567.35","7571.65","6057.15"
"101 - SEIZURES W/O MCC","140184","HEARTLAND REGIONAL MEDICAL CENTER","MARION","IL","14","23076.85","5601.14","3444.21"
"101 - SEIZURES W/O MCC","140185","MEMORIAL HOSPITAL","BELLEVILLE","IL","25","19213.84","4386.12","3197.44"
"101 - SEIZURES W/O MCC","140186","RIVERSIDE MEDICAL CENTER","KANKAKEE","IL","27","21499.25","5067.85","4110.66"
"101 - SEIZURES W/O MCC","140187","ST ELIZABETH HOSPITAL","BELLEVILLE","IL","18","16058.94","4127.22","3442.55"
"101 - SEIZURES W/O MCC","140191","INGALLS MEMORIAL HOSPITAL","HARVEY","IL","61","19635.06","4974.50","4323.06"
"101 - SEIZURES W/O MCC","140197","METHODIST HOSPITAL OF CHICAGO","CHICAGO","IL","16","13755.37","6114.00","5550.00"
"101 - SEIZURES W/O MCC","140200","ELMHURST MEMORIAL HOSPITAL","ELMHURST","IL","20","28509.55","4341.35","3446.95"
"101 - SEIZURES W/O MCC","140202","ADVOCATE CONDELL MEDICAL CENTER","LIBERTYVILLE","IL","26","24008.69","5889.61","3914.50"
"101 - SEIZURES W/O MCC","140206","NORWEGIAN-AMERICAN HOSPITAL","CHICAGO","IL","12","13383.08","7557.58","5112.58"
"101 - SEIZURES W/O MCC","140208","ADVOCATE CHRIST HOSPITAL  and  MEDICAL CENTER","OAK LAWN","IL","53","17829.24","6037.50","5013.84"
"101 - SEIZURES W/O MCC","140209","METHODIST MEDICAL CENTER OF ILLINOIS","PEORIA","IL","25","22195.28","4937.84","4355.60"
"101 - SEIZURES W/O MCC","140211","DELNOR COMMUNITY HOSPITAL","GENEVA","IL","12","24204.41","4420.00","3620.83"
"101 - SEIZURES W/O MCC","140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","NEW LENOX","IL","44","12699.90","5012.47","3737.68"
"101 - SEIZURES W/O MCC","140217","PROVENA - SAINT JOSEPH HOSPITAL","ELGIN","IL","13","26185.46","4913.92","3323.15"
"101 - SEIZURES W/O MCC","140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","PARK RIDGE","IL","57","19833.91","6543.70","4502.70"
"101 - SEIZURES W/O MCC","140224","SAINT JOSEPH HOSPITAL","CHICAGO","IL","17","20827.41","6243.94","5711.23"
"101 - SEIZURES W/O MCC","140228","SWEDISH AMERICAN HOSPITAL","ROCKFORD","IL","40","23176.47","4999.50","4270.10"
"101 - SEIZURES W/O MCC","140231","EDWARD HOSPITAL","NAPERVILLE","IL","47","22216.74","4439.85","3348.08"
"101 - SEIZURES W/O MCC","140233","SAINT ANTHONY MEDICAL CENTER","ROCKFORD","IL","13","16007.69","3980.76","3206.92"
"101 - SEIZURES W/O MCC","140239","ROCKFORD MEMORIAL HOSPITAL","ROCKFORD","IL","22","18374.81","5160.50","4088.22"
"101 - SEIZURES W/O MCC","140240","WESTLAKE COMMUNITY HOSPITAL","MELROSE PARK","IL","13","19939.84","6424.92","5733.23"
"101 - SEIZURES W/O MCC","140242","CENTRAL DUPAGE HOSPITAL","WINFIELD","IL","44","33070.68","5303.84","3166.95"
"101 - SEIZURES W/O MCC","140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","HAZEL CREST","IL","19","17576.73","6282.57","3041.26"
"101 - SEIZURES W/O MCC","140251","OUR LADY OF THE RESURRECTION MED CTR","CHICAGO","IL","25","22602.08","5604.92","4114.48"
"101 - SEIZURES W/O MCC","140252","NORTHWEST COMMUNITY HOSPITAL","ARLINGTON HEIGH","IL","44","22053.65","4352.72","3687.45"
"101 - SEIZURES W/O MCC","140258","ALEXIAN BROTHERS MEDICAL CENTER","ELK GROVE VILLA","IL","17","22918.82","4357.82","3566.29"
"101 - SEIZURES W/O MCC","140276","LOYOLA UNIVERSITY MEDICAL CENTER","MAYWOOD","IL","47","16798.12","7369.51","5816.78"
"101 - SEIZURES W/O MCC","140280","TRINITY ROCK ISLAND","ROCK ISLAND","IL","37","10976.08","4368.78","3363.16"
"101 - SEIZURES W/O MCC","140281","NORTHWESTERN MEMORIAL HOSPITAL","CHICAGO","IL","52","28410.38","6384.65","5483.19"
"101 - SEIZURES W/O MCC","140286","KISHWAUKEE COMMUNITY HOSPITAL","DEKALB","IL","15","18307.33","4435.86","3820.73"
"101 - SEIZURES W/O MCC","140288","ADVOCATE GOOD SAMARITAN HOSPITAL","DOWNERS GROVE","IL","41","22412.60","5087.95","3314.43"
"101 - SEIZURES W/O MCC","140289","ANDERSON HOSPITAL","MARYVILLE","IL","13","11427.15","4168.84","3395.00"
"101 - SEIZURES W/O MCC","140290","ST ALEXIUS MEDICAL CENTER","HOFFMAN ESTATES","IL","29","23961.65","4615.89","3956.72"
"101 - SEIZURES W/O MCC","140291","ADVOCATE GOOD SHEPHERD HOSPITAL","BARRINGTON","IL","23","14285.08","5798.30","3037.30"
"101 - SEIZURES W/O MCC","140292","ADVENTIST GLENOAKS","GLENDALE HEIGHT","IL","11","17402.27","5201.36","4381.00"
"101 - SEIZURES W/O MCC","140304","ADVENTIST BOLINGBROOK HOSPITAL","BOLINGBROOK","IL","13","17209.69","4642.53","3779.15"
"101 - SEIZURES W/O MCC","150002","METHODIST HOSPITALS INC","GARY","IN","82","12623.60","5204.03","4408.03"
"101 - SEIZURES W/O MCC","150003","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL","LAFAYETTE","IN","15","16676.93","4380.53","3485.60"
"101 - SEIZURES W/O MCC","150004","FRANCISCAN ST MARGARET HEALTH - HAMMOND","HAMMOND","IN","34","14562.73","5172.17","4346.41"
"101 - SEIZURES W/O MCC","150008","ST CATHERINE HOSPITAL INC","EAST CHICAGO","IN","19","16218.94","5169.15","4621.84"
"101 - SEIZURES W/O MCC","150009","CLARK MEMORIAL HOSPITAL","JEFFERSONVILLE","IN","32","12014.59","4289.62","3692.25"
"101 - SEIZURES W/O MCC","150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","MISHAWAKA","IN","21","12726.33","4978.52","4176.04"
"101 - SEIZURES W/O MCC","150017","LUTHERAN HOSPITAL OF INDIANA","FORT WAYNE","IN","18","18488.27","4416.72","3364.27"
"101 - SEIZURES W/O MCC","150018","ELKHART GENERAL HOSPITAL","ELKHART","IN","16","15601.87","4384.43","3547.43"
"101 - SEIZURES W/O MCC","150021","PARKVIEW REGIONAL MEDICAL CENTER","FORT WAYNE","IN","22","15787.95","4472.72","3803.81"
"101 - SEIZURES W/O MCC","150023","UNION HOSPITAL INC","TERRE HAUTE","IN","35","13409.02","4610.94","3742.25"
"101 - SEIZURES W/O MCC","150024","WILLIAM N WISHARD MEMORIAL HOSPITAL","INDIANAPOLIS","IN","24","12114.08","6899.20","5844.29"
"101 - SEIZURES W/O MCC","150033","FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","BEECH GROVE","IN","24","13820.12","4246.00","3545.16"
"101 - SEIZURES W/O MCC","150034","ST MARY MEDICAL CENTER INC","HOBART","IN","20","15021.95","4587.20","3484.95"
"101 - SEIZURES W/O MCC","150035","PORTER VALPARAISO HOSPITAL","VALPARAISO","IN","21","21113.09","4692.38","3474.47"
"101 - SEIZURES W/O MCC","150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","NEW ALBANY","IN","27","11162.22","4195.92","3038.62"
"101 - SEIZURES W/O MCC","150046","TERRE HAUTE REGIONAL HOSPITAL","TERRE HAUTE","IN","16","16313.93","4763.56","3173.68"
"101 - SEIZURES W/O MCC","150048","REID HOSPITAL  and  HEALTH CARE SERVICES","RICHMOND","IN","30","12764.76","5010.40","4185.60"
"101 - SEIZURES W/O MCC","150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","BLOOMINGTON","IN","24","16895.62","4885.66","3087.58"
"101 - SEIZURES W/O MCC","150056","INDIANA UNIVERSITY HEALTH","INDIANAPOLIS","IN","123","17676.91","7075.72","5228.34"
"101 - SEIZURES W/O MCC","150058","MEMORIAL HOSPITAL OF SOUTH BEND","SOUTH BEND","IN","20","16346.15","4961.35","4117.15"
"101 - SEIZURES W/O MCC","150059","RIVERVIEW HOSPITAL","NOBLESVILLE","IN","11","14178.09","4203.63","3392.00"
"101 - SEIZURES W/O MCC","150074","COMMUNITY HOSPITAL EAST","INDIANAPOLIS","IN","28","15091.71","4934.03","4008.75"
"101 - SEIZURES W/O MCC","150082","DEACONESS HOSPITAL INC","EVANSVILLE","IN","51","18164.39","4098.60","3316.29"
"101 - SEIZURES W/O MCC","150084","ST VINCENT HOSPITAL  and  HEALTH SERVICES","INDIANAPOLIS","IN","93","16806.39","5302.77","4042.70"
"101 - SEIZURES W/O MCC","150088","SAINT JOHNS HEALTH SYSTEM","ANDERSON","IN","21","13328.04","4535.42","3205.42"
"101 - SEIZURES W/O MCC","150089","INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","MUNCIE","IN","38","16960.44","4848.21","3991.05"
"101 - SEIZURES W/O MCC","150090","FRANCISCAN ST MARGARET HEALTH - DYER","DYER","IN","21","13545.76","4689.14","3487.61"
"101 - SEIZURES W/O MCC","150100","ST MARYS MEDICAL CENTER OF EVANSVILLE INC","EVANSVILLE","IN","27","15220.70","4252.11","3163.59"
"101 - SEIZURES W/O MCC","150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","LAFAYETTE","IN","11","19758.54","4605.00","3893.36"
"101 - SEIZURES W/O MCC","150112","COLUMBUS REGIONAL HOSPITAL","COLUMBUS","IN","12","10954.50","4579.58","3641.58"
"101 - SEIZURES W/O MCC","150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","ANDERSON","IN","12","16043.75","4719.16","3783.83"
"101 - SEIZURES W/O MCC","150125","COMMUNITY HOSPITAL","MUNSTER","IN","43","15672.83","4608.09","3628.30"
"101 - SEIZURES W/O MCC","150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","CROWN POINT","IN","35","15434.22","4394.60","3365.80"
"101 - SEIZURES W/O MCC","150128","COMMUNITY HOSPITAL SOUTH","INDIANAPOLIS","IN","13","12339.38","4131.00","3354.69"
"101 - SEIZURES W/O MCC","150169","COMMUNITY HOSPITAL NORTH","INDIANAPOLIS","IN","23","12085.00","4351.00","3470.65"
"101 - SEIZURES W/O MCC","160029","MERCY HOSPITAL","IOWA CITY","IA","11","14083.72","4149.72","3335.18"
"101 - SEIZURES W/O MCC","160030","MARY GREELEY MEDICAL CENTER","AMES","IA","14","16981.07","4265.50","3466.07"
"101 - SEIZURES W/O MCC","160033","GENESIS MEDICAL CENTER-DAVENPORT","DAVENPORT","IA","42","9806.00","4222.64","3257.76"
"101 - SEIZURES W/O MCC","160045","ST LUKES HOSPITAL","CEDAR RAPIDS","IA","21","13903.95","4469.85","3664.33"
"101 - SEIZURES W/O MCC","160058","UNIVERSITY OF IOWA HOSPITAL  and  CLINICS","IOWA CITY","IA","83","18592.04","8120.38","5350.13"
"101 - SEIZURES W/O MCC","160064","MERCY MEDICAL CENTER-NORTH IOWA","MASON CITY","IA","41","11075.51","4633.36","3536.70"
"101 - SEIZURES W/O MCC","160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","CEDAR RAPIDS","IA","11","14080.18","3993.45","3181.81"
"101 - SEIZURES W/O MCC","160080","MERCY MEDICAL CENTER-CLINTON","CLINTON","IA","18","10459.88","4880.55","3322.88"
"101 - SEIZURES W/O MCC","160082","IOWA METHODIST MEDICAL CENTER","DES MOINES","IA","22","17789.40","4870.22","3560.18"
"101 - SEIZURES W/O MCC","160083","MERCY MEDICAL CENTER-DES MOINES","DES MOINES","IA","49","14544.06","4878.51","3706.61"
"101 - SEIZURES W/O MCC","160110","ALLEN MEMORIAL HOSPITAL","WATERLOO","IA","22","11759.45","4364.31","3595.40"
"101 - SEIZURES W/O MCC","160117","THE FINLEY HOSPITAL","DUBUQUE","IA","16","10274.87","3909.12","2999.37"
"101 - SEIZURES W/O MCC","170012","SALINA REGIONAL HEALTH CENTER","SALINA","KS","19","20559.89","4487.10","3780.57"
"101 - SEIZURES W/O MCC","170016","ST FRANCIS HEALTH CENTER INC","TOPEKA","KS","21","13877.00","4486.14","3393.52"
"101 - SEIZURES W/O MCC","170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","HUTCHINSON","KS","11","19833.90","4870.00","3849.63"
"101 - SEIZURES W/O MCC","170040","UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY","KS","66","28994.36","5658.83","4468.16"
"101 - SEIZURES W/O MCC","170049","OLATHE MEDICAL CENTER","OLATHE","KS","11","16646.27","4132.63","3109.36"
"101 - SEIZURES W/O MCC","170086","STORMONT-VAIL HEALTHCARE","TOPEKA","KS","48","19086.93","4734.10","3744.22"
"101 - SEIZURES W/O MCC","170104","SHAWNEE MISSION MEDICAL CENTER","SHAWNEE MISSION","KS","16","22376.12","4210.50","2903.68"
"101 - SEIZURES W/O MCC","170120","LABETTE HEALTH","PARSONS","KS","11","10536.09","4582.00","3555.81"
"101 - SEIZURES W/O MCC","170122","VIA CHRISTI HOSPITALS WICHITA INC","WICHITA","KS","48","21896.97","4629.22","3576.81"
"101 - SEIZURES W/O MCC","170123","WESLEY MEDICAL CENTER","WICHITA","KS","41","28521.43","4927.97","3925.90"
"101 - SEIZURES W/O MCC","170137","LAWRENCE MEMORIAL HOSPITAL","LAWRENCE","KS","13","9168.46","4381.30","3667.61"
"101 - SEIZURES W/O MCC","170145","COFFEYVILLE REGIONAL MEDICAL CENTER","COFFEYVILLE","KS","11","8724.81","3892.00","2865.81"
"101 - SEIZURES W/O MCC","170182","MENORAH MEDICAL CENTER","OVERLAND PARK","KS","11","22973.27","4348.63","2932.36"
"101 - SEIZURES W/O MCC","180001","ST ELIZABETH FT THOMAS","FORT THOMAS","KY","21","15798.33","4411.38","3486.09"
"101 - SEIZURES W/O MCC","180009","KINGS DAUGHTERS MEDICAL CENTER","ASHLAND","KY","36","11562.22","4537.00","3557.61"
"101 - SEIZURES W/O MCC","180010","SAINT JOSEPH HOSPITAL","LEXINGTON","KY","89","11709.85","4698.53","2922.60"
"101 - SEIZURES W/O MCC","180012","HARDIN MEMORIAL HOSPITAL","ELIZABETHTOWN","KY","26","11366.73","4061.07","3282.30"
"101 - SEIZURES W/O MCC","180013","THE MEDICAL CENTER AT BOWLING GREEN","BOWLING GREEN","KY","53","20392.98","4743.37","3772.77"
"101 - SEIZURES W/O MCC","180018","ST CLAIRE REGIONAL MEDICAL CENTER","MOREHEAD","KY","11","9852.00","4917.00","4093.72"
"101 - SEIZURES W/O MCC","180027","MURRAY-CALLOWAY COUNTY HOSPITAL","MURRAY","KY","12","12611.50","4003.75","3160.08"
"101 - SEIZURES W/O MCC","180029","HAZARD ARH REGIONAL MEDICAL CENTER","HAZARD","KY","28","15681.75","4771.00","4027.64"
"101 - SEIZURES W/O MCC","180035","ST ELIZABETH MEDICAL CENTER NORTH","COVINGTON","KY","38","12262.13","4862.73","3659.02"
"101 - SEIZURES W/O MCC","180036","OUR LADY OF BELLEFONTE HOSPITAL","ASHLAND","KY","11","11520.18","4480.90","3563.45"
"101 - SEIZURES W/O MCC","180038","OWENSBORO MEDICAL HEALTH SYSTEM","OWENSBORO","KY","33","11258.45","5580.51","4024.18"
"101 - SEIZURES W/O MCC","180040","JEWISH HOSPITAL  and  ST MARYS HEALTHCARE","LOUISVILLE","KY","52","15119.09","5089.05","3784.67"
"101 - SEIZURES W/O MCC","180044","PIKEVILLE MEDICAL CENTER","PIKEVILLE","KY","13","18611.23","5527.92","4766.00"
"101 - SEIZURES W/O MCC","180045","ST ELIZABETH FLORENCE","FLORENCE","KY","14","13115.50","4629.00","3908.14"
"101 - SEIZURES W/O MCC","180051","JENNIE STUART MEDICAL CENTER","HOPKINSVILLE","KY","14","12802.21","4274.50","3553.64"
"101 - SEIZURES W/O MCC","180056","METHODIST HOSPITAL","HENDERSON","KY","12","13811.08","4587.08","3743.41"
